unit,sex,age,icd10,resid,time\geo	EU28 	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	NL 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	UK 	NO 	CH 	RS 	TR 
NR,M,Y70-74,F,TOT_IN,2011	3276 	79 	3 	36 	85 	901 	2 	15 	11 	251 	408 	47 	288 	1 	18 	2 	1 	109 	0 	138 	52 	63 	7 	19 	18 	11 	42 	92 	577 	47 	57 	50 	19 
NR,M,Y70-74,F,TOT_RESID,2011	3276 	79 	3 	36 	85 	901 	2 	15 	11 	250 	409 	47 	288 	1 	18 	2 	1 	109 	0 	138 	52 	63 	7 	19 	18 	11 	42 	92 	577 	47 	57 	50 	19 
NR,M,Y70-74,F01_F03,TOT_IN,2011	1973 	56 	0 	25 	37 	442 	0 	11 	9 	209 	161 	9 	208 	1 	8 	0 	1 	72 	0 	108 	7 	4 	: 	: 	0 	4 	17 	65 	519 	26 	32 	14 	5 
NR,M,Y70-74,F01_F03,TOT_RESID,2011	1973 	56 	0 	25 	37 	442 	0 	11 	9 	209 	161 	9 	208 	1 	8 	0 	1 	72 	0 	108 	7 	4 	: 	0 	0 	4 	17 	65 	519 	26 	32 	14 	5 
NR,M,Y70-74,F10,TOT_IN,2011	987 	16 	1 	7 	38 	401 	2 	3 	2 	27 	147 	28 	23 	0 	9 	2 	0 	30 	0 	19 	44 	58 	5 	13 	18 	5 	19 	18 	52 	16 	15 	20 	4 
NR,M,Y70-74,F10,TOT_RESID,2011	987 	16 	1 	7 	38 	401 	2 	3 	2 	26 	148 	28 	23 	0 	9 	2 	0 	30 	0 	19 	44 	58 	5 	13 	18 	5 	19 	18 	52 	16 	15 	20 	4 
NR,M,Y70-74,F_OTH,TOT_IN,2011	306 	7 	2 	4 	10 	49 	0 	1 	0 	15 	100 	10 	57 	0 	1 	0 	0 	7 	0 	11 	0 	1 	2 	6 	: 	2 	6 	9 	6 	5 	9 	16 	10 
NR,M,Y70-74,F_OTH,TOT_RESID,2011	306 	7 	2 	4 	10 	49 	0 	1 	0 	15 	100 	10 	57 	0 	1 	0 	0 	7 	0 	11 	0 	1 	2 	6 	: 	2 	6 	9 	6 	5 	9 	16 	10 
NR,M,Y70-74,G20,TOT_IN,2011	1959 	49 	18 	13 	23 	529 	5 	19 	30 	134 	211 	24 	259 	4 	4 	8 	0 	21 	1 	75 	41 	70 	32 	42 	7 	9 	45 	23 	263 	21 	18 	37 	104 
NR,M,Y70-74,G20,TOT_RESID,2011	1955 	49 	18 	13 	23 	530 	5 	19 	30 	134 	210 	24 	257 	4 	4 	8 	0 	21 	1 	75 	39 	71 	32 	42 	7 	9 	45 	23 	262 	21 	18 	37 	104 
NR,M,Y70-74,G30,TOT_IN,2011	1761 	49 	7 	49 	18 	245 	2 	11 	22 	211 	239 	11 	301 	1 	1 	5 	3 	17 	: 	34 	21 	82 	56 	63 	2 	25 	87 	37 	162 	16 	27 	22 	280 
NR,M,Y70-74,G30,TOT_RESID,2011	1759 	47 	7 	49 	18 	245 	2 	11 	22 	211 	241 	11 	300 	1 	1 	5 	3 	17 	: 	34 	21 	82 	56 	63 	2 	24 	87 	37 	162 	16 	27 	22 	280 
NR,M,Y70-74,G_H,TOT_IN,2011	7448 	178 	58 	108 	88 	1636 	14 	48 	126 	658 	1004 	67 	1092 	10 	15 	29 	6 	95 	4 	221 	107 	255 	139 	145 	21 	51 	184 	133 	956 	79 	110 	92 	562 
NR,M,Y70-74,G_H,TOT_RESID,2011	7441 	176 	58 	108 	88 	1642 	14 	48 	125 	655 	1004 	67 	1089 	10 	15 	29 	5 	95 	4 	221 	104 	257 	138 	145 	21 	50 	185 	133 	955 	79 	107 	92 	562 
NR,M,Y70-74,G_H_OTH,TOT_IN,2011	3734 	80 	33 	46 	47 	862 	7 	18 	80 	313 	554 	32 	532 	5 	10 	16 	3 	57 	3 	112 	45 	103 	51 	40 	12 	17 	52 	73 	531 	42 	65 	33 	178 
NR,M,Y70-74,G_H_OTH,TOT_RESID,2011	3733 	80 	33 	46 	47 	867 	7 	18 	79 	310 	553 	32 	532 	5 	10 	16 	2 	57 	3 	112 	44 	104 	50 	40 	12 	17 	53 	73 	531 	42 	62 	33 	178 
NR,M,Y70-74,I,TOT_IN,2011	96815 	1408 	4581 	2828 	771 	19580 	515 	525 	2196 	4869 	5287 	1529 	8905 	133 	1119 	1322 	59 	3643 	79 	2001 	1446 	9486 	1494 	9856 	358 	1334 	1161 	1435 	8895 	541 	830 	3672 	8173 
NR,M,Y70-74,I,TOT_RESID,2011	96660 	1396 	4573 	2816 	768 	19713 	514 	519 	2174 	4769 	5283 	1496 	8833 	126 	1117 	1322 	61 	3633 	76 	2022 	1426 	9471 	1482 	9862 	355 	1336 	1162 	1444 	8911 	550 	812 	3675 	8147 
NR,M,Y70-74,I20-I25,TOT_IN,2011	42294 	532 	871 	1469 	308 	9285 	249 	336 	773 	2034 	1834 	703 	3938 	68 	630 	889 	19 	1911 	63 	683 	827 	3187 	496 	3561 	158 	739 	718 	774 	5239 	275 	406 	906 	3420 
NR,M,Y70-74,I20-I25,TOT_RESID,2011	42205 	531 	870 	1462 	306 	9369 	248 	332 	759 	1977 	1832 	681 	3889 	63 	629 	889 	19 	1907 	60 	694 	811 	3181 	489 	3565 	156 	738 	718 	778 	5252 	280 	401 	907 	3406 
NR,M,Y70-74,I20_I23-I25,TOT_IN,2011	23042 	212 	467 	995 	163 	4462 	212 	191 	283 	874 	916 	341 	1989 	32 	520 	769 	7 	1392 	22 	250 	415 	1949 	143 	1856 	75 	613 	447 	324 	3123 	105 	256 	381 	1279 
NR,M,Y70-74,I20_I23-I25,TOT_RESID,2011	22997 	211 	467 	991 	162 	4487 	211 	185 	280 	847 	912 	336 	1980 	33 	520 	769 	6 	1386 	21 	255 	407 	1947 	142 	1859 	72 	612 	447 	327 	3125 	108 	255 	381 	1276 
NR,M,Y70-74,I21_I22,TOT_IN,2011	19252 	320 	404 	474 	145 	4823 	37 	145 	490 	1160 	918 	362 	1949 	36 	110 	120 	12 	519 	41 	433 	412 	1238 	353 	1705 	83 	126 	271 	450 	2116 	170 	150 	525 	2141 
NR,M,Y70-74,I21_I22,TOT_RESID,2011	19208 	320 	403 	471 	144 	4882 	37 	147 	479 	1130 	920 	345 	1909 	30 	109 	120 	13 	521 	39 	439 	404 	1234 	347 	1706 	84 	126 	271 	451 	2127 	172 	146 	526 	2130 
NR,M,Y70-74,I30-I51,TOT_IN,2011	17466 	411 	1659 	384 	153 	4067 	59 	47 	630 	1059 	1415 	151 	1559 	31 	71 	64 	20 	365 	4 	603 	227 	2550 	213 	501 	60 	91 	102 	213 	757 	86 	165 	1300 	1818 
NR,M,Y70-74,I30-I51,TOT_RESID,2011	17444 	407 	1654 	382 	153 	4094 	59 	46 	628 	1039 	1417 	144 	1547 	31 	71 	64 	20 	362 	4 	604 	228 	2545 	212 	502 	59 	93 	102 	215 	762 	88 	156 	1300 	1810 
NR,M,Y70-74,I60-I69,TOT_IN,2011	21398 	294 	1344 	501 	169 	3150 	74 	83 	599 	1087 	1140 	513 	1999 	18 	280 	284 	11 	816 	7 	360 	203 	2040 	617 	3285 	81 	352 	208 	263 	1620 	122 	119 	1018 	2081 
NR,M,Y70-74,I60-I69,TOT_RESID,2011	21367 	289 	1343 	500 	168 	3157 	74 	83 	595 	1071 	1139 	511 	1995 	17 	279 	284 	12 	813 	7 	363 	203 	2039 	616 	3286 	81 	352 	208 	265 	1617 	124 	117 	1019 	2078 
NR,M,Y70-74,I_OTH,TOT_IN,2011	15657 	171 	707 	474 	141 	3078 	133 	59 	194 	689 	898 	162 	1409 	16 	138 	85 	9 	551 	5 	355 	189 	1709 	168 	2509 	59 	152 	133 	185 	1279 	58 	140 	448 	854 
NR,M,Y70-74,I_OTH,TOT_RESID,2011	15644 	169 	706 	472 	141 	3093 	133 	58 	192 	682 	895 	160 	1402 	15 	138 	85 	10 	551 	5 	361 	184 	1706 	165 	2509 	59 	153 	134 	186 	1280 	58 	138 	449 	853 
NR,M,Y70-74,J,TOT_IN,2011	22168 	598 	294 	394 	285 	4923 	36 	174 	502 	1967 	1499 	187 	1901 	18 	69 	135 	20 	490 	10 	719 	289 	1554 	555 	1062 	69 	226 	154 	258 	3780 	189 	185 	476 	3068 
NR,M,Y70-74,J,TOT_RESID,2011	22151 	593 	294 	391 	286 	4929 	36 	174 	500 	1956 	1496 	186 	1892 	18 	69 	135 	21 	487 	10 	721 	289 	1555 	554 	1065 	69 	227 	154 	260 	3784 	189 	180 	476 	3067 
NR,M,Y70-74,J09-J11,TOT_IN,2011	90 	2 	1 	3 	0 	9 	0 	0 	6 	8 	15 	1 	16 	0 	2 	0 	1 	0 	: 	4 	1 	2 	2 	1 	: 	2 	1 	1 	12 	2 	0 	1 	9 
NR,M,Y70-74,J09-J11,TOT_RESID,2011	90 	2 	1 	3 	0 	9 	0 	0 	6 	8 	15 	1 	16 	0 	2 	0 	1 	0 	: 	4 	1 	2 	2 	1 	: 	2 	1 	1 	12 	2 	0 	1 	9 
NR,M,Y70-74,J12-J18,TOT_IN,2011	4837 	107 	76 	122 	65 	1166 	14 	21 	46 	246 	308 	22 	291 	3 	20 	27 	3 	41 	3 	183 	42 	574 	200 	327 	23 	82 	8 	53 	764 	47 	41 	74 	268 
NR,M,Y70-74,J12-J18,TOT_RESID,2011	4828 	105 	76 	120 	65 	1169 	14 	21 	46 	240 	308 	21 	289 	3 	20 	27 	3 	40 	3 	184 	42 	574 	199 	328 	23 	82 	8 	55 	763 	47 	41 	74 	268 
NR,M,Y70-74,J40-J44_J47,TOT_IN,2011	11912 	338 	108 	220 	190 	2752 	17 	89 	134 	1079 	528 	153 	1034 	6 	39 	101 	11 	400 	3 	420 	218 	788 	198 	597 	38 	117 	109 	154 	2071 	116 	115 	265 	2314 
NR,M,Y70-74,J40-J44_J47,TOT_RESID,2011	11912 	335 	108 	219 	191 	2753 	17 	89 	134 	1075 	529 	153 	1033 	6 	39 	101 	12 	399 	3 	421 	218 	788 	198 	598 	38 	118 	109 	154 	2074 	116 	111 	265 	2314 
NR,M,Y70-74,J40-J47,TOT_IN,2011	12142 	348 	109 	223 	190 	2822 	21 	90 	134 	1092 	546 	155 	1045 	8 	40 	103 	13 	405 	3 	423 	222 	819 	198 	616 	38 	122 	111 	155 	2091 	116 	116 	283 	2434 
NR,M,Y70-74,J40-J47,TOT_RESID,2011	12142 	345 	109 	222 	191 	2823 	21 	90 	134 	1088 	547 	155 	1044 	8 	40 	103 	14 	403 	3 	424 	223 	819 	198 	617 	38 	123 	111 	155 	2094 	116 	112 	283 	2433 
NR,M,Y70-74,J45_J46,TOT_IN,2011	230 	10 	1 	3 	0 	70 	4 	1 	0 	13 	18 	2 	11 	2 	1 	2 	2 	5 	0 	3 	4 	31 	0 	19 	0 	5 	2 	1 	20 	0 	1 	18 	120 
NR,M,Y70-74,J45_J46,TOT_RESID,2011	230 	10 	1 	3 	0 	70 	4 	1 	0 	13 	18 	2 	11 	2 	1 	2 	2 	4 	0 	3 	5 	31 	0 	19 	0 	5 	2 	1 	20 	0 	1 	18 	119 
NR,M,Y70-74,J_OTH,TOT_IN,2011	5099 	141 	108 	46 	30 	926 	1 	63 	316 	621 	630 	9 	549 	7 	7 	5 	3 	44 	4 	109 	24 	159 	155 	118 	8 	20 	34 	49 	913 	24 	28 	118 	357 
NR,M,Y70-74,J_OTH,TOT_RESID,2011	5091 	141 	108 	46 	30 	928 	1 	63 	314 	620 	626 	9 	543 	7 	7 	5 	3 	44 	4 	109 	23 	160 	155 	119 	8 	20 	34 	49 	915 	24 	27 	118 	357 
NR,M,Y70-74,K,TOT_IN,2011	12679 	211 	243 	229 	122 	3032 	30 	56 	172 	1033 	1102 	177 	1291 	15 	63 	108 	11 	406 	7 	222 	187 	797 	301 	1031 	83 	162 	124 	148 	1316 	53 	130 	285 	567 
NR,M,Y70-74,K,TOT_RESID,2011	12660 	208 	242 	228 	123 	3037 	30 	55 	169 	1031 	1097 	175 	1286 	15 	63 	108 	13 	405 	7 	221 	186 	798 	302 	1031 	83 	162 	124 	148 	1313 	53 	130 	285 	566 
NR,M,Y70-74,K25-K28,TOT_IN,2011	746 	15 	14 	15 	12 	165 	4 	7 	21 	32 	20 	16 	33 	0 	10 	24 	0 	39 	1 	12 	6 	81 	6 	29 	2 	18 	9 	19 	136 	7 	6 	63 	24 
NR,M,Y70-74,K25-K28,TOT_RESID,2011	747 	15 	14 	15 	12 	166 	4 	7 	21 	32 	20 	16 	33 	0 	10 	24 	0 	39 	1 	12 	6 	81 	7 	29 	2 	18 	9 	19 	135 	7 	5 	63 	24 
NR,M,Y70-74,K70_K73_K74,TOT_IN,2011	5656 	65 	117 	100 	51 	1437 	13 	14 	79 	418 	512 	104 	551 	6 	20 	40 	3 	229 	3 	51 	113 	287 	124 	698 	59 	64 	60 	55 	383 	20 	68 	67 	133 
NR,M,Y70-74,K70_K73_K74,TOT_RESID,2011	5649 	63 	117 	100 	51 	1438 	13 	14 	78 	417 	512 	102 	549 	6 	20 	40 	4 	228 	3 	51 	112 	288 	125 	698 	59 	64 	60 	55 	382 	20 	69 	67 	133 
NR,M,Y70-74,K_OTH,TOT_IN,2011	6277 	131 	112 	114 	59 	1430 	13 	35 	72 	583 	570 	57 	707 	9 	33 	44 	8 	138 	3 	159 	68 	429 	171 	304 	22 	80 	55 	74 	797 	26 	56 	155 	410 
NR,M,Y70-74,K_OTH,TOT_RESID,2011	6264 	130 	111 	113 	60 	1433 	13 	34 	70 	582 	565 	57 	704 	9 	33 	44 	9 	138 	3 	158 	68 	429 	170 	304 	22 	80 	55 	74 	796 	26 	56 	155 	409 
NR,M,Y70-74,L,TOT_IN,2011	282 	5 	1 	3 	2 	69 	0 	3 	7 	27 	25 	2 	28 	0 	2 	3 	0 	1 	2 	10 	3 	5 	5 	5 	2 	2 	1 	5 	64 	1 	2 	5 	16 
NR,M,Y70-74,L,TOT_RESID,2011	282 	5 	1 	3 	2 	69 	0 	3 	7 	27 	25 	2 	28 	0 	2 	3 	0 	1 	2 	10 	3 	5 	5 	5 	2 	2 	1 	5 	64 	1 	2 	5 	16 
NR,M,Y70-74,M,TOT_IN,2011	790 	20 	4 	11 	15 	167 	1 	5 	31 	48 	100 	2 	105 	0 	2 	2 	0 	15 	1 	37 	11 	15 	22 	1 	2 	5 	7 	17 	144 	11 	14 	7 	49 
NR,M,Y70-74,M,TOT_RESID,2011	789 	20 	4 	11 	15 	167 	1 	5 	31 	48 	100 	2 	105 	0 	2 	2 	0 	15 	1 	37 	11 	15 	21 	1 	2 	5 	7 	17 	144 	11 	13 	7 	49 
NR,M,Y70-74,M_OTH,TOT_IN,2011	624 	16 	3 	9 	10 	143 	1 	2 	31 	39 	92 	1 	80 	0 	1 	0 	0 	11 	1 	27 	11 	3 	18 	1 	1 	3 	2 	11 	107 	8 	11 	7 	35 
NR,M,Y70-74,M_OTH,TOT_RESID,2011	623 	16 	3 	9 	10 	143 	1 	2 	31 	39 	92 	1 	80 	0 	1 	0 	0 	11 	1 	27 	11 	3 	17 	1 	1 	3 	2 	11 	107 	8 	11 	7 	35 
NR,M,Y70-74,N,TOT_IN,2011	3732 	92 	89 	58 	32 	955 	17 	25 	101 	300 	267 	45 	427 	11 	30 	20 	7 	66 	5 	106 	45 	316 	82 	222 	15 	29 	14 	33 	323 	17 	23 	197 	767 
NR,M,Y70-74,N,TOT_RESID,2011	3730 	91 	89 	58 	32 	959 	17 	25 	100 	299 	269 	43 	425 	11 	30 	20 	7 	66 	5 	106 	45 	315 	82 	222 	15 	29 	14 	33 	323 	17 	22 	197 	765 
NR,M,Y70-74,N00-N29,TOT_IN,2011	3019 	61 	88 	48 	20 	794 	15 	21 	97 	224 	209 	36 	375 	11 	25 	15 	6 	49 	5 	72 	37 	310 	55 	204 	14 	20 	11 	27 	170 	13 	14 	186 	707 
NR,M,Y70-74,N00-N29,TOT_RESID,2011	3017 	60 	88 	48 	20 	798 	15 	21 	96 	223 	211 	34 	373 	11 	25 	15 	6 	49 	5 	72 	37 	309 	55 	204 	14 	20 	11 	27 	170 	13 	14 	186 	705 
NR,M,Y70-74,N_OTH,TOT_IN,2011	713 	31 	1 	10 	12 	161 	2 	4 	4 	76 	58 	9 	52 	0 	5 	5 	1 	17 	0 	34 	8 	6 	27 	18 	1 	9 	3 	6 	153 	4 	9 	11 	60 
NR,M,Y70-74,N_OTH,TOT_RESID,2011	713 	31 	1 	10 	12 	161 	2 	4 	4 	76 	58 	9 	52 	0 	5 	5 	1 	17 	0 	34 	8 	6 	27 	18 	1 	9 	3 	6 	153 	4 	8 	11 	60 
NR,M,Y70-74,O,TOT_IN,2011	1 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,M,Y70-74,O,TOT_RESID,2011	1 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,M,Y70-74,P,TOT_IN,2011	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,M,Y70-74,P,TOT_RESID,2011	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,M,Y70-74,Q,TOT_IN,2011	134 	2 	0 	0 	3 	14 	1 	1 	0 	7 	19 	0 	34 	0 	1 	1 	0 	4 	0 	2 	2 	1 	1 	4 	0 	0 	5 	6 	26 	2 	1 	0 	1 
NR,M,Y70-74,Q,TOT_RESID,2011	134 	2 	0 	0 	3 	14 	1 	1 	0 	7 	19 	0 	34 	0 	1 	1 	0 	4 	0 	2 	2 	1 	1 	4 	0 	0 	5 	6 	26 	2 	1 	0 	1 
NR,M,Y70-74,R,TOT_IN,2011	6481 	147 	124 	30 	139 	1629 	19 	1 	471 	401 	1600 	11 	207 	3 	44 	11 	4 	4 	0 	92 	15 	869 	442 	70 	0 	6 	6 	81 	55 	83 	65 	269 	561 
NR,M,Y70-74,R,TOT_RESID,2011	6454 	148 	124 	29 	137 	1625 	19 	3 	471 	390 	1582 	10 	206 	3 	44 	11 	4 	4 	0 	96 	18 	866 	437 	70 	1 	6 	8 	81 	61 	83 	68 	269 	540 
NR,M,Y70-74,R95,TOT_IN,2011	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,M,Y70-74,R95,TOT_RESID,2011	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,M,Y70-74,R96-R99,TOT_IN,2011	4591 	58 	78 	27 	131 	1507 	19 	0 	0 	282 	940 	8 	93 	1 	25 	10 	2 	3 	0 	62 	3 	800 	339 	70 	0 	5 	6 	72 	50 	81 	63 	220 	317 
NR,M,Y70-74,R96-R99,TOT_RESID,2011	4571 	60 	78 	26 	129 	1501 	19 	0 	0 	276 	929 	8 	94 	1 	25 	10 	2 	3 	: 	65 	5 	797 	334 	70 	0 	5 	7 	72 	55 	81 	64 	220 	300 
NR,M,Y70-74,RHEUM_ARTHRO,TOT_IN,2011	166 	4 	1 	2 	5 	24 	0 	3 	0 	9 	8 	1 	25 	: 	1 	2 	: 	4 	: 	10 	0 	12 	4 	: 	1 	2 	5 	6 	37 	3 	3 	0 	14 
NR,M,Y70-74,RHEUM_ARTHRO,TOT_RESID,2011	166 	4 	1 	2 	5 	24 	0 	3 	0 	9 	8 	1 	25 	: 	1 	2 	: 	4 	: 	10 	0 	12 	4 	: 	1 	2 	5 	6 	37 	3 	2 	0 	14 
NR,M,Y70-74,R_OTH,TOT_IN,2011	1890 	89 	46 	3 	8 	122 	0 	1 	471 	119 	660 	3 	114 	2 	19 	1 	2 	1 	0 	30 	12 	69 	103 	: 	0 	1 	0 	9 	5 	2 	2 	49 	244 
NR,M,Y70-74,R_OTH,TOT_RESID,2011	1883 	88 	46 	3 	8 	124 	0 	3 	471 	114 	653 	2 	112 	2 	19 	1 	2 	1 	0 	31 	13 	69 	103 	0 	1 	1 	1 	9 	6 	2 	4 	49 	240 
NR,M,Y70-74,TOXICO,TOT_IN,2011	10 	0 	0 	0 	0 	9 	0 	: 	0 	0 	0 	0 	0 	: 	0 	0 	: 	0 	: 	0 	1 	0 	0 	0 	: 	: 	0 	0 	0 	0 	1 	0 	0 
NR,M,Y70-74,TOXICO,TOT_RESID,2011	10 	0 	0 	0 	0 	9 	0 	: 	0 	0 	0 	0 	0 	: 	0 	0 	: 	0 	: 	0 	1 	0 	0 	0 	: 	: 	0 	0 	0 	0 	1 	0 	0 
NR,M,Y70-74,V01-Y89,TOT_IN,2011	9338 	250 	133 	200 	66 	1919 	45 	38 	182 	547 	1235 	168 	945 	6 	81 	137 	9 	304 	6 	180 	237 	772 	222 	557 	99 	153 	150 	138 	559 	54 	120 	198 	383 
NR,M,Y70-74,V01-Y89,TOT_RESID,2011	9311 	249 	132 	200 	65 	1949 	45 	38 	175 	532 	1230 	165 	935 	6 	81 	137 	8 	300 	6 	176 	226 	771 	220 	557 	100 	153 	150 	141 	564 	56 	119 	199 	382 
NR,M,Y70-74,V01-Y89_OTH,TOT_IN,2011	376 	10 	2 	7 	2 	106 	0 	0 	0 	20 	54 	1 	29 	0 	1 	1 	4 	0 	1 	1 	19 	23 	18 	0 	19 	1 	0 	9 	48 	0 	5 	2 	1 
NR,M,Y70-74,V01-Y89_OTH,TOT_RESID,2011	376 	10 	2 	7 	2 	107 	0 	0 	0 	20 	54 	1 	29 	0 	1 	1 	4 	0 	1 	1 	18 	23 	18 	0 	19 	1 	0 	9 	48 	0 	5 	2 	1 
NR,M,Y70-74,V_Y85,TOT_IN,2011	1311 	38 	22 	21 	8 	211 	4 	4 	62 	78 	113 	24 	198 	3 	9 	10 	0 	36 	0 	29 	40 	122 	45 	132 	7 	12 	16 	13 	54 	5 	13 	33 	150 
NR,M,Y70-74,V_Y85,TOT_RESID,2011	1301 	38 	22 	20 	8 	217 	4 	4 	62 	76 	114 	24 	193 	3 	9 	10 	0 	33 	0 	27 	37 	122 	45 	132 	6 	13 	16 	13 	53 	5 	13 	34 	149 
NR,M,Y70-74,W00-W19,TOT_IN,2011	2031 	50 	15 	44 	17 	507 	5 	12 	28 	73 	169 	55 	189 	0 	14 	20 	2 	95 	5 	59 	60 	187 	23 	118 	26 	23 	50 	26 	159 	16 	43 	33 	110 
NR,M,Y70-74,W00-W19,TOT_RESID,2011	2026 	48 	15 	44 	17 	518 	5 	12 	28 	71 	169 	55 	187 	0 	14 	20 	2 	94 	5 	56 	53 	187 	23 	118 	26 	23 	50 	27 	159 	16 	42 	33 	110 
NR,M,Y70-74,W65-W74,TOT_IN,2011	321 	4 	7 	2 	1 	25 	1 	1 	39 	29 	50 	13 	26 	1 	7 	9 	0 	4 	0 	6 	2 	27 	8 	41 	0 	0 	10 	1 	7 	1 	2 	2 	1 
NR,M,Y70-74,W65-W74,TOT_RESID,2011	314 	6 	6 	3 	0 	33 	1 	1 	32 	21 	45 	11 	24 	1 	7 	9 	0 	4 	0 	6 	3 	26 	7 	41 	2 	0 	10 	3 	12 	2 	3 	2 	1 
NR,M,Y70-74,X40-X49,TOT_IN,2011	264 	7 	4 	10 	2 	17 	2 	2 	0 	12 	54 	3 	7 	0 	4 	14 	0 	1 	0 	3 	1 	29 	0 	40 	1 	4 	16 	9 	22 	1 	1 	1 	4 
NR,M,Y70-74,X40-X49,TOT_RESID,2011	264 	7 	4 	10 	2 	17 	2 	2 	0 	12 	54 	3 	7 	0 	4 	14 	0 	1 	0 	3 	1 	29 	0 	40 	1 	4 	16 	9 	22 	1 	1 	1 	4 
NR,M,Y70-74,X60-X84_Y870,TOT_IN,2011	2657 	77 	43 	40 	25 	706 	17 	8 	19 	138 	412 	52 	255 	1 	18 	34 	1 	104 	0 	49 	62 	194 	68 	107 	37 	16 	29 	37 	108 	16 	42 	79 	32 
NR,M,Y70-74,X60-X84_Y870,TOT_RESID,2011	2653 	77 	43 	40 	25 	706 	17 	8 	19 	138 	411 	51 	253 	1 	18 	34 	1 	104 	0 	49 	62 	194 	68 	107 	37 	16 	29 	37 	108 	16 	41 	79 	32 
NR,M,Y70-74,X85-Y09_Y871,TOT_IN,2011	97 	5 	5 	2 	2 	8 	1 	2 	10 	2 	8 	4 	12 	0 	4 	2 	0 	7 	: 	0 	0 	6 	2 	12 	0 	0 	1 	2 	0 	0 	0 	9 	10 
NR,M,Y70-74,X85-Y09_Y871,TOT_RESID,2011	97 	5 	5 	2 	2 	8 	1 	2 	10 	2 	8 	4 	12 	0 	4 	2 	0 	7 	: 	0 	0 	6 	2 	12 	0 	0 	1 	2 	0 	0 	0 	9 	10 
NR,M,Y70-74,Y10-Y34_Y872,TOT_IN,2011	397 	10 	10 	11 	1 	109 	0 	2 	0 	0 	16 	0 	1 	0 	5 	15 	0 	7 	0 	1 	7 	47 	36 	8 	0 	78 	4 	4 	25 	0 	4 	19 	: 
NR,M,Y70-74,Y10-Y34_Y872,TOT_RESID,2011	397 	10 	10 	12 	1 	109 	0 	2 	0 	0 	16 	0 	1 	0 	5 	15 	0 	7 	0 	1 	7 	47 	36 	8 	0 	77 	4 	4 	25 	0 	4 	19 	: 
NR,M,Y75-79,A-R_V-Y,TOT_IN,2011	360038 	7700 	9129 	7433 	3728 	66175 	997 	2148 	9484 	30813 	36163 	4680 	44608 	390 	1909 	2755 	257 	8633 	267 	9989 	4866 	26596 	8221 	20520 	1499 	3547 	3477 	5720 	38334 	2554 	4200 	9710 	27015 
NR,M,Y75-79,A-R_V-Y,TOT_RESID,2011	359720 	7669 	9126 	7422 	3729 	66317 	997 	2138 	9463 	30681 	36146 	4656 	44466 	380 	1908 	2755 	256 	8612 	264 	10009 	4834 	26556 	8204 	20532 	1498 	3543 	3476 	5722 	38361 	2566 	4162 	9715 	26968 
NR,M,Y75-79,A15-A19_B90,TOT_IN,2011	311 	3 	8 	1 	1 	20 	4 	3 	5 	24 	35 	4 	32 	0 	2 	7 	: 	0 	0 	1 	5 	43 	20 	60 	3 	1 	3 	1 	25 	5 	1 	16 	64 
NR,M,Y75-79,A15-A19_B90,TOT_RESID,2011	310 	3 	8 	1 	1 	20 	4 	3 	5 	24 	35 	4 	32 	0 	2 	7 	: 	0 	0 	1 	5 	43 	19 	60 	3 	1 	3 	1 	25 	5 	1 	16 	64 
NR,M,Y75-79,ACC,TOT_IN,2011	6944 	208 	77 	181 	60 	1044 	12 	28 	154 	573 	1099 	115 	934 	10 	29 	54 	10 	211 	6 	198 	154 	474 	117 	290 	70 	55 	136 	129 	516 	62 	125 	100 	485 
NR,M,Y75-79,ACC,TOT_RESID,2011	6932 	208 	77 	181 	60 	1061 	12 	28 	150 	564 	1103 	109 	927 	9 	29 	54 	11 	210 	6 	200 	148 	474 	117 	290 	70 	54 	136 	127 	517 	63 	120 	101 	485 
NR,M,Y75-79,ACC_OTH,TOT_IN,2011	2457 	79 	31 	95 	19 	240 	8 	7 	22 	254 	547 	20 	423 	3 	12 	18 	5 	40 	0 	71 	58 	124 	29 	86 	7 	15 	24 	59 	161 	31 	20 	29 	80 
